Country,Date_confirmation,New_infected,Total_infected
Romania,2022-06-13,1,1
Romania,2022-06-14,0,1
Romania,2022-06-15,2,3
Romania,2022-06-16,1,4
Romania,2022-06-17,0,4
Romania,2022-06-18,0,4
Romania,2022-06-19,0,4
Romania,2022-06-20,0,4
Romania,2022-06-21,1,5
Romania,2022-06-22,0,5
Romania,2022-06-23,1,6
Romania,2022-06-24,0,6
Romania,2022-06-25,0,6
Romania,2022-06-26,0,6
Romania,2022-06-27,0,6
Romania,2022-06-28,3,9
Romania,2022-06-29,2,11
Romania,2022-06-30,0,11
Romania,2022-07-01,0,11
