Country,Date_confirmation,New_infected,Total_infected
Iceland,2022-06-15,3,3
Iceland,2022-06-16,0,3
Iceland,2022-06-17,0,3
Iceland,2022-06-18,0,3
Iceland,2022-06-19,0,3
Iceland,2022-06-20,0,3
Iceland,2022-06-21,0,3
Iceland,2022-06-22,0,3
